query,url,title,grade
partition by,https://docs.microsoft.com/en-us/sql/t-sql/queries/select-over-clause-transact-sql,OVER Clause (Transact-SQL) - SQL Server | Microsoft Docs,10
partition by,https://docs.microsoft.com/en-us/sql/t-sql/functions/row-number-transact-sql,ROW_NUMBER (Transact-SQL) - SQL Server | Microsoft Docs,9
partition by,https://docs.microsoft.com/en-us/azure/stream-analytics/stream-analytics-parallelization,Leverage query parallelization in Azure Stream Analytics,8
partition by,https://docs.microsoft.com/en-us/azure/kusto/query/partitionoperator,partition operator - Azure Data Explorer | Microsoft Docs,7
partition by,https://docs.microsoft.com/en-us/sql/t-sql/functions/rank-transact-sql,RANK (Transact-SQL) - SQL Server | Microsoft Docs,6
partition by,https://docs.microsoft.com/en-us/sql/t-sql/functions/dense-rank-transact-sql,DENSE_RANK (Transact-SQL) - SQL Server | Microsoft Docs,5
partition by,https://docs.microsoft.com/en-us/u-sql/statements-and-expressions/select/over-expression,OVER Expression (U-SQL) - U-SQL | Microsoft Docs,4
partition by,https://docs.microsoft.com/en-us/sql/t-sql/functions/min-transact-sql,MIN (Transact-SQL) - SQL Server | Microsoft Docs,3
partition by,https://docs.microsoft.com/en-us/sql/t-sql/functions/avg-transact-sql,AVG (Transact-SQL) - SQL Server | Microsoft Docs,2
partition by,https://docs.microsoft.com/en-us/sql/t-sql/functions/max-transact-sql,MAX (Transact-SQL) - SQL Server | Microsoft Docs,1
vb.net,https://docs.microsoft.com/en-us/dotnet/visual-basic/getting-started/,Get started - Visual Basic | Microsoft Docs,10
vb.net,https://docs.microsoft.com/en-us/dotnet/visual-basic/,"Visual Basic docs - get started, tutorials, reference. | Microsoft Docs",9
vb.net,https://docs.microsoft.com/en-us/dotnet/visual-basic/language-reference/statements/for-next-statement,For...Next Statement - Visual Basic | Microsoft Docs,8
vb.net,https://docs.microsoft.com/en-us/dotnet/visual-basic/language-reference/data-types/,Data Type Summary - Visual Basic | Microsoft Docs,7
vb.net,https://docs.microsoft.com/en-us/dotnet/visual-basic/programming-guide/language-features/data-types/nullable-value-types,Nullable Value Types - Visual Basic | Microsoft Docs,6
vb.net,https://docs.microsoft.com/en-us/dotnet/visual-basic/programming-guide/language-features/strings/interpolated-strings,Interpolated Strings - Visual Basic | Microsoft Docs,5
vb.net,https://docs.microsoft.com/en-us/dotnet/,.NET documentation | Microsoft Docs,4
vb.net,https://docs.microsoft.com/en-us/dotnet/visual-basic/language-reference/operators/exponentiation-operator,^ Operator - Visual Basic | Microsoft Docs,3
vb.net,https://docs.microsoft.com/en-us/ef/ef6/modeling/code-first/fluent/vb,Fluent API with VB.NET - EF6 | Microsoft Docs,2
vb.net,https://docs.microsoft.com/en-us/dotnet/visual-basic/programming-guide/language-features/procedures/auto-implemented-properties,Auto-Implemented Properties - Visual Basic | Microsoft Docs,1
memory,https://docs.microsoft.com/en-us/dotnet/api/system.memory-1,Memory<T>,10
memory,https://docs.microsoft.com/en-us/sql/relational-databases/in-memory-oltp/in-memory-oltp-in-memory-optimization,In-Memory OLTP (In-Memory Optimization) - SQL Server | Microsoft ...,9
memory,https://docs.microsoft.com/en-us/microsoft-edge/devtools-guide/memory,DevTools - Memory - Microsoft Edge Development | Microsoft Docs,8
memory,https://docs.microsoft.com/en-us/windows-server/storage/storage-spaces/deploy-pmem,Understand and deploy persistent memory | Microsoft Docs,7
memory,https://docs.microsoft.com/en-us/azure/virtual-machines/windows/sizes-memory,Azure VM sizes for Windows - Memory - Azure Windows Virtual ...,6
memory,https://docs.microsoft.com/en-us/sql/relational-databases/tables/system-versioned-temporal-tables-with-memory-optimized-tables,System-Versioned Temporal Tables with Memory-Optimized Tables ...,5
memory,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/active-memory-dump,Active Memory Dump - Windows drivers | Microsoft Docs,4
memory,https://docs.microsoft.com/en-us/aspnet/core/performance/memory,Memory management and patterns in ASP.NET Core | Microsoft Docs,3
memory,https://docs.microsoft.com/en-us/sql/relational-databases/in-memory-oltp/introduction-to-memory-optimized-tables,Introduction to Memory-Optimized Tables - SQL Server | Microsoft ...,2
memory,https://docs.microsoft.com/en-us/aspnet/core/performance/caching/memory,Cache in-memory in ASP.NET Core | Microsoft Docs,1
property,https://docs.microsoft.com/en-us/dotnet/csharp/programming-guide/classes-and-structs/properties,Properties - C# Programming Guide | Microsoft Docs,10
property,https://docs.microsoft.com/en-us/scripting/javascript/reference/object-defineproperty-function-javascript?redirectedfrom=MSDN,Object.defineProperty() - JavaScript | MDN,9
property,https://docs.microsoft.com/en-us/scripting/javascript/advanced/data-properties-and-accessor-properties?redirectedfrom=MSDN,Property accessors - JavaScript | MDN,8
property,https://docs.microsoft.com/en-us/visualstudio/msbuild/msbuild-properties,MSBuild Properties - Visual Studio | Microsoft Docs,7
property,https://docs.microsoft.com/en-us/dotnet/csharp/properties,Properties | Microsoft Docs,6
property,https://docs.microsoft.com/en-us/dotnet/fsharp/language-reference/members/properties,Properties - F# | Microsoft Docs,5
property,https://docs.microsoft.com/en-us/powerapps/developer/component-framework/manifest-schema-reference/property,Property Element - PowerApps | Microsoft Docs,4
property,https://docs.microsoft.com/en-us/scripting/javascript/reference/size-property-set-javascript,Set.prototype.size - JavaScript | MDN,3
property,https://docs.microsoft.com/en-us/ef/core/modeling/shadow-properties,Shadow Properties - EF Core | Microsoft Docs,2
property,https://docs.microsoft.com/en-us/scripting/javascript/reference/object-getownpropertydescriptor-function-javascript,Object.getOwnPropertyDescriptor() - JavaScript | MDN,1
if then statement,https://docs.microsoft.com/en-us/dotnet/visual-basic/language-reference/statements/if-then-else-statement,If...Then...Else Statement - Visual Basic | Microsoft Docs,10
if then statement,https://docs.microsoft.com/en-us/office/vba/language/reference/user-interface-help/ifthenelse-statement,If...Then...Else statement (VBA) | Microsoft Docs,9
if then statement,https://docs.microsoft.com/en-us/dotnet/csharp/language-reference/keywords/if-else,if-else - C# Reference | Microsoft Docs,8
if then statement,https://docs.microsoft.com/en-us/office/vba/language/concepts/getting-started/using-ifthenelse-statements,Using If...Then...Else statements (VBA) | Microsoft Docs,7
if then statement,https://docs.microsoft.com/en-us/scripting/javascript/reference/if-dot-dot-dot-else-statement-javascript,if...else - JavaScript | MDN,6
if then statement,https://docs.microsoft.com/en-us/dotnet/fsharp/language-reference/conditional-expressions-if-then-else,Conditional Expressions: if... then...else,5
if then statement,https://docs.microsoft.com/en-us/sql/t-sql/language-elements/if-else-transact-sql,IF...ELSE (Transact-SQL) - SQL Server | Microsoft Docs,4
if then statement,https://docs.microsoft.com/en-us/dynamics-nav/c-al-conditional-statements,C/AL Conditional Statements - Dynamics NAV | Microsoft Docs,3
if then statement,https://docs.microsoft.com/en-us/powerapps/maker/canvas-apps/functions/function-if,If and Switch functions - PowerApps | Microsoft Docs,2
if then statement,https://docs.microsoft.com/en-us/dynamics365/business-central/dev-itpro/developer/devenv-al-control-statements,AL Control Statements - Business Central | Microsoft Docs,1
DWORD,https://docs.microsoft.com/en-us/openspecs/windows_protocols/ms-dtyp/262627d8-3418-4627-9218-4ffe110850b2,[MS-DTYP]: DWORD | Microsoft Docs,10
DWORD,https://docs.microsoft.com/en-us/cpp/assembler/masm/dword,DWORD | Microsoft Docs,9
DWORD,https://docs.microsoft.com/en-us/windows/win32/winprog/windows-data-types,Windows Data Types (BaseTsd.h) - Win32 apps | Microsoft Docs,8
DWORD,https://docs.microsoft.com/en-us/officeonlineserver/enable-tls-1-1-and-tls-1-2-support-in-office-online-server,Enable TLS 1.1 and TLS 1.2 support in Office Online Server ...,7
DWORD,https://docs.microsoft.com/en-us/windows/win32/api/winnt/ns-winnt-wow64_context,WOW64_CONTEXT (winnt.h) - Win32 apps | Microsoft Docs,6
DWORD,https://docs.microsoft.com/en-us/openspecs/windows_protocols/ms-sqmcs/099e39ce-0556-4f65-b50e-5e796efdf399,[MS-SQMCS]: SQM DWORD Data Point | Microsoft Docs,5
DWORD,https://docs.microsoft.com/en-us/windows-hardware/drivers/debugger/configuring-the-registry,Configuring the Registry - Windows drivers | Microsoft Docs,4
DWORD,https://docs.microsoft.com/en-us/windows/win32/procthread/creating-threads,Creating Threads - Win32 apps | Microsoft Docs,3
DWORD,https://docs.microsoft.com/en-us/previous-versions/windows/desktop/mscs/dword-aligned,DWORD-aligned | Microsoft Docs,2
DWORD,https://docs.microsoft.com/en-us/windows/win32/api/infotech/nf-infotech-iitproplist-set(propid_dword_dword),"IITPropList::Set(PROPID,DWORD,DWORD)",1
GetModuleFileName,https://docs.microsoft.com/en-us/windows/win32/api/libloaderapi/nf-libloaderapi-getmodulefilenamea,GetModuleFileNameA function (libloaderapi.h) - Win32 apps ...,10
GetModuleFileName,https://docs.microsoft.com/en-us/windows/win32/devnotes/-getmodulefilename,GetModuleFileName function,9
GetModuleFileName,https://docs.microsoft.com/en-us/previous-versions/ms908441(v%3Dmsdn.10),GetModuleFileName (Windows CE 3.0) | Microsoft Docs,8
GetModuleFileName,https://docs.microsoft.com/en-us/archive/msdn-magazine/2002/february/c-q-a-getting-a-class-name-imgview-revisited-getmodulefilename-and-more,"Getting a Class Name, ImgView Revisited, GetModuleFileName ...",7
GetModuleFileName,https://docs.microsoft.com/en-us/windows/win32/psapi/module-information,Module Information - Win32 apps | Microsoft Docs,6
GetModuleFileName,https://docs.microsoft.com/bs-cyrl-ba/windows/win32/devnotes/-getmodulefilename,GetModuleFileName function - Win32 apps,5
GetModuleFileName,https://docs.microsoft.com/en-us/windows/win32/api/psapi/nf-psapi-getprocessimagefilenamea,GetProcessImageFileNameA function (psapi.h) - Win32 apps ...,4
GetModuleFileName,https://docs.microsoft.com/en-us/windows-hardware/drivers/ddi/sti/nf-sti-istillimagew-registerlaunchapplication,IStillImageW::RegisterLaunchApplication (sti.h) - Windows drivers ...,3
GetModuleFileName,https://docs.microsoft.com/en-us/windows/win32/sbscs/authoring-state-storage-for-side-by-side-assemblies,Authoring State Storage for Side-by-side Assemblies - Win32 apps ...,2
GetModuleFileName,https://docs.microsoft.com/en-us/windows/win32/api/psapi/nf-psapi-getmodulefilenameexa,GetModuleFileNameExA function (psapi.h) - Win32 apps | Microsoft ...,1
popup,https://docs.microsoft.com/en-us/dotnet/api/system.windows.controls.primitives.popup,Popup Class (System.Windows.Controls.Primitives) | Microsoft Docs,10
popup,https://docs.microsoft.com/en-us/uwp/api/windows.ui.xaml.controls.primitives.popup,Popup Class (Windows.UI.Xaml.Controls.Primitives) - Windows ...,9
popup,https://docs.microsoft.com/en-us/dotnet/framework/wpf/controls/popup-overview,Popup Overview - WPF | Microsoft Docs,8
popup,https://docs.microsoft.com/en-us/dotnet/api/system.windows.controls.primitives.popup.allowstransparency,Popup.AllowsTransparency Property (System.Windows.Controls ...,7
popup,https://docs.microsoft.com/en-us/javascript/api/azure-maps-control/atlas.popup,Popup class | Microsoft Docs,6
popup,https://docs.microsoft.com/en-us/windows/win32/menurc/popup-resource,POPUP resource - Win32 apps | Microsoft Docs,5
popup,https://docs.microsoft.com/en-us/azure/azure-maps/map-add-popup,Add a popup to a point on a map | Microsoft Docs,4
popup,https://docs.microsoft.com/en-us/dotnet/framework/wpf/controls/popup-placement-behavior,Popup Placement Behavior - WPF | Microsoft Docs,3
popup,https://docs.microsoft.com/en-us/uwp/api/windows.ui.xaml.controls.primitives.popup.islightdismissenabled,Popup.IsLightDismissEnabled Property (Windows.UI.Xaml.Controls ...,2
popup,https://docs.microsoft.com/en-us/dotnet/framework/wpf/controls/how-to-animate-a-popup,How to: Animate a Popup - WPF | Microsoft Docs,1
intellisense,https://docs.microsoft.com/en-us/visualstudio/ide/using-intellisense,IntelliSense,10
intellisense,https://docs.microsoft.com/en-us/visualstudio/ide/visual-csharp-intellisense,C# IntelliSense - Visual Studio | Microsoft Docs,9
intellisense,https://docs.microsoft.com/en-us/visualstudio/ide/visual-cpp-intellisense-configuration,Configure a C++ project for IntelliSense - Visual Studio | Microsoft ...,8
intellisense,https://docs.microsoft.com/en-us/visualstudio/mac/intellisense,IntelliSense - Visual Studio 2019 for Mac | Microsoft Docs,7
intellisense,https://docs.microsoft.com/en-us/dotnet/core/install/localized-intellisense,Install localized IntelliSense files | Microsoft Docs,6
intellisense,https://docs.microsoft.com/en-us/visualstudio/ide/reference/intellisense-completion-unimported-types,IntelliSense completion for unimported types - Visual Studio ...,5
intellisense,https://docs.microsoft.com/en-us/sql/database-engine/options-text-editor-transact-sql-intellisense,Options (Text Editor-Transact-SQL-IntelliSense) - SQL Server 2014 ...,4
intellisense,https://docs.microsoft.com/en-us/visualstudio/ide/visual-cpp-intellisense,C++ IntelliSense - Visual Studio | Microsoft Docs,3
intellisense,https://docs.microsoft.com/en-us/visualstudio/ide/reference/options-text-editor-fsharp-intellisense,"Options, Text Editor, F#, IntelliSense - Visual Studio | Microsoft Docs",2
intellisense,https://docs.microsoft.com/en-us/visualstudio/ide/javascript-intellisense,JavaScript IntelliSense - Visual Studio | Microsoft Docs,1
history,https://docs.microsoft.com/en-us/officeupdates/update-history-office365-proplus-by-date,Update history for Office 365 ProPlus (listed by date) | Microsoft Docs,10
history,https://docs.microsoft.com/en-us/officeupdates/update-history-office-for-mac,Update history for Office for Mac | Microsoft Docs,9
history,https://docs.microsoft.com/en-us/windows/security/threat-protection/security-policy-settings/enforce-password-history,Enforce password history (Windows 10) - Windows security ...,8
